lemma,pos,cefr_level,word_type,definition_en,definition_th,source,form,form_type,definition_th_simple
diminish,verb,C1,single,To become or make smaller or less important,"ลดลง, น้อยลง",oxford5000,diminished,past,ลดน้อยลง
diminish,verb,C1,single,To become or make smaller or less important,"ลดลง, น้อยลง",oxford5000,diminishing,gerund,ลดน้อยลง
dinner,noun,A1,single,"The main meal of the day, eaten in the evening or at midday",มื้อเย็น,oxford3000,dinner,base,มื้ออาหารเย็น
dinner,noun,A1,single,"The main meal of the day, eaten in the evening or at midday",มื้อเย็น,oxford3000,dinners,plural,มื้ออาหารเย็น
dip,verb,C1,single,To put something into a liquid for a short time and then take it out,จุ่ม,oxford5000,dip,base,จุ่มลงในของเหลว
dip,verb,C1,single,To put something into a liquid for a short time and then take it out,จุ่ม,oxford5000,dips,third_person,จุ่มลงในของเหลว
dip,verb,C1,single,To put something into a liquid for a short time and then take it out,จุ่ม,oxford5000,dipped,past,จุ่มลงในของเหลว
dip,verb,C1,single,To put something into a liquid for a short time and then take it out,จุ่ม,oxford5000,dipping,gerund,จุ่มลงในของเหลว
diplomat,noun,C1,single,An official who represents their country in a foreign country,นักการทูต,oxford5000,diplomat,base,นักการทูต
diplomat,noun,C1,single,An official who represents their country in a foreign country,นักการทูต,oxford5000,diplomats,plural,นักการทูต
diplomatic,adj,C1,single,"Relating to managing relations between countries, or skilled at dealing with people without upsetting them","เกี่ยวกับการทูต, มีไหวพริบ",oxford5000,diplomatic,base,เกี่ยวกับการทูต หรือมีไหวพริบในการเจรจา
direct,adj,A2,single,Going straight from one place to another without stopping or changing course; or honest and straightforward,"ตรง, ตรงไปตรงมา",oxford3000,direct,base,ตรงไปตรงมา ไม่อ้อมค้อม
direct,adv,B1,single,Without anyone or anything else being involved; straight,โดยตรง,oxford3000,direct,base,โดยตรง
direct,verb,A2,single,"To control or manage an activity, organization or people","กำกับ, ควบคุม",oxford3000,direct,base,กำกับดูแลหรือชี้นำ
direct,verb,A2,single,"To control or manage an activity, organization or people","กำกับ, ควบคุม",oxford3000,directs,third_person,กำกับดูแลหรือชี้นำ
direct,verb,A2,single,"To control or manage an activity, organization or people","กำกับ, ควบคุม",oxford3000,directed,past,กำกับดูแลหรือชี้นำ
direct,verb,A2,single,"To control or manage an activity, organization or people","กำกับ, ควบคุม",oxford3000,directing,gerund,กำกับดูแลหรือชี้นำ
direction,noun,A2,single,The way that someone or something moves or points towards,ทิศทาง,oxford3000,direction,base,ทิศทาง
direction,noun,A2,single,The way that someone or something moves or points towards,ทิศทาง,oxford3000,directions,plural,ทิศทาง
directly,adv,B1,single,"In a direct way, with nothing between",โดยตรง,oxford3000,directly,base,โดยตรง
director,noun,A2,single,"A person who manages or controls a company, organization or film","ผู้อำนวยการ, ผู้กำกับ",oxford3000,director,base,ผู้กำกับหรือผู้อำนวยการ
director,noun,A2,single,"A person who manages or controls a company, organization or film","ผู้อำนวยการ, ผู้กำกับ",oxford3000,directors,plural,ผู้กำกับหรือผู้อำนวยการ
directory,noun,C1,single,"A book or list giving names, addresses etc, or a folder on a computer that holds files","สมุดรายชื่อ, โฟลเดอร์",oxford5000,directory,base,รายชื่อหรือสมุดรายชื่อ หรือโฟลเดอร์ในคอมพิวเตอร์
directory,noun,C1,single,"A book or list giving names, addresses etc, or a folder on a computer that holds files","สมุดรายชื่อ, โฟลเดอร์",oxford5000,directories,plural,รายชื่อหรือสมุดรายชื่อ หรือโฟลเดอร์ในคอมพิวเตอร์
dirt,noun,B1,single,"Dust, mud or any substance that makes things unclean, or earth and soil","สิ่งสกปรก, ดิน",oxford3000,dirt,base,สิ่งสกปรกหรือดิน
